recipient_unique_id,transaction_id,action_date,last_modified_date,fiscal_year,award_id,generated_pragmatic_obligation,total_obligation,total_subsidy_cost,total_loan_value,total_obl_bin,federal_action_obligation,original_loan_subsidy_cost,face_value_loan_guarantee,recipient_id,recipient_hash,awarding_agency_id,funding_agency_id,type,action_type,award_category,fain,uri,piid,transaction_description,modification_number,pop_country_code,pop_country_name,pop_state_code,pop_county_code,pop_county_name,pop_zip5,pop_congressional_code,recipient_location_country_code,recipient_location_country_name,recipient_location_state_code,recipient_location_county_code,recipient_location_county_name,recipient_location_congressional_code,recipient_location_zip5,naics_code,naics_description,product_or_service_code,product_or_service_description,pulled_from,type_of_contract_pricing,type_set_aside,extent_competed,cfda_number,cfda_title,recipient_name,parent_recipient_unique_id,awarding_toptier_agency_name,funding_toptier_agency_name,awarding_subtier_agency_name,funding_subtier_agency_name,awarding_toptier_agency_abbreviation,funding_toptier_agency_abbreviation,awarding_subtier_agency_abbreviation,funding_subtier_agency_abbreviation,business_categories
000000000,9196502,2005-10-11,2007-12-01,2006,455959,0.00,28154.39,,,<1M,0.00,0.00,0.00,9196601,4a8358e7-2b26-a0de-9bb3-78fcb2905162,1228,1228,C,M,contract,,,0004,SCHOOL BUS TRANSPORTATION/SERVICE,1,ITA,ITALY,,,,,,ITALY,,,,,,,485410,School and Employee Bus Transportation,V212,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER,AWARD,J,NONE,A,,,CANYON CULVERT CO INC,000000000,Department of Defense,Department of Defense,Department of Defense Education Activity,Department of Defense Education Activity,DOD,DOD,DODEA,DODEA,other_than_small_business category_business
000000000,35290441,2004-04-19,2010-03-13,2004,22994467,1338.75,1338.75,,,<1M,1338.75,0.00,0.00,35290925,4a8358e7-2b26-a0de-9bb3-78fcb2905162,1228,1228,B,,contract,,,HE126004M0093,EDUCATIONAL SERVICES,0,JPN,JAPAN,,,,,,JAPAN,,,,,,,611710,Educational Support Services,R419,EDUCATIONAL SERVICES,AWARD,J,NONE,G,,,CANYON CULVERT CO INC,000000000,Department of Defense,Department of Defense,Department of Defense Education Activity,Department of Defense Education Activity,DOD,DOD,DODEA,DODEA,small_business category_business
000000000,19670825,2004-04-19,2010-03-13,2004,27529478,2500.00,2500.00,,,<1M,2500.00,0.00,0.00,19671077,4a8358e7-2b26-a0de-9bb3-78fcb2905162,1171,,B,,contract,,,PSA04PO0049,SERVICE NONPERSONAL:  CONTRACTOR TO FURNISH ALL LABOR  MATERIALS AND TRANSPORTATION NECESSARY TO PROVIDE 2 90-MINUTE WORKSHIPS ON LEADERSHIP SKILLS.,0,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20004,00,USA,,VA,,,VA11,,611710,Educational Support Services,69,,AWARD,J,NONE,G,,,CANYON CULVERT CO INC,000000000,Court Services and Offender Supervision Agency,,Pretrial Services Agency,,CSOSA,,PSA,,small_business category_business
000000000,49053196,2004-04-16,2007-07-22,2004,24763899,0.00,120580.00,,,<1M,0.00,0.00,0.00,49053894,4a8358e7-2b26-a0de-9bb3-78fcb2905162,234,1174,C,B,contract,,,INM0404DO34551,PERCISION CUSTOM COMPONETS  LLC,2,USA,UNITED STATES,NJ,,,,00,NAN,,,,,,,,,2090,MISC SHIP & MARINE EQ,AWARD,J,,C,,,CANYON CULVERT CO INC,000000000,Department of the Interior,Department of Defense,Bureau of Ocean Energy Management,Department of the Navy,DOI,DOD,BOEM,USN,other_than_small_business category_business
000000000,32936739,2003-10-01,2005-07-09,2004,16310116,1991.24,1991.24,,,<1M,1991.24,0.00,0.00,32937193,4a8358e7-2b26-a0de-9bb3-78fcb2905162,636,,C,,contract,,,GS10B0527705179,LEASE,0,USA,UNITED STATES,ID,,,,00,NAN,,,,,,,,,X111,LEASE/RENTAL OF OFFICE BUILDINGS,AWARD,K,,C,,,CANYON CULVERT CO INC,000000000,General Services Administration,,Public Buildings Service,,GSA,,PBS,,small_business category_business
000000000,10543177,2004-04-12,2007-07-22,2004,24763899,580.00,120580.00,,,<1M,580.00,0.00,0.00,10543300,4a8358e7-2b26-a0de-9bb3-78fcb2905162,234,1174,C,B,contract,,,INM0404DO34551,PERCISION CUSTOM COMPONETS  LLC,1,USA,UNITED STATES,NJ,,,,00,NAN,,,,,,,,,2090,MISC SHIP & MARINE EQ,AWARD,J,,C,,,CANYON CULVERT CO INC,000000000,Department of the Interior,Department of Defense,Bureau of Ocean Energy Management,Department of the Navy,DOI,DOD,BOEM,USN,other_than_small_business category_business
000000000,44711255,2004-04-08,2005-02-06,2004,11531689,2841.68,11004.43,,,<1M,2841.68,0.00,0.00,44711883,4a8358e7-2b26-a0de-9bb3-78fcb2905162,694,694,B,,contract,,,CPSCN048119,DATA ON PRODUCT-RELATED INJURIES,0,USA,UNITED STATES,MO,091,HOWELL,65548,08,USA,,MO,,,MO08,,622110,General Medical and Surgical Hospitals,R702,DATA COLLECTION SERVICES,AWARD,J,NONE,G,,,CANYON CULVERT CO INC,000000000,Consumer Product Safety Commission,Consumer Product Safety Commission,Consumer Product Safety Commission,Consumer Product Safety Commission,CPSC,CPSC,CPSC,CPSC,other_than_small_business category_business hospital special_designations
000000000,53450709,2004-04-12,2005-02-18,2004,23299856,8500.00,8961.00,,,<1M,8500.00,0.00,0.00,53451466,4a8358e7-2b26-a0de-9bb3-78fcb2905162,821,,B,,contract,,,HHSI24820044041015400P,TRAINING ON ADP SOFTWARE,0,,,,,,,,UNITED KINGDOM,,,,,,,,,U012,INFORMATION TRAINING,AWARD,J,NONE,A,,,CANYON CULVERT CO INC,000000000,Department of Health and Human Services,,Public Health Service,,HHS,,USPHS,,other_than_small_business category_business
000000000,91395877,2006-11-27,2006-11-27,2007,63190884,219600.00,219600.00,0.00,,<1M,219600.00,0.00,0.00,104053906,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A401211231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,436,,,,,,,2.0,,,ND,71.0,RAMSEY,0.0,58301,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91395753,2006-11-28,2006-11-28,2007,63190834,75600.00,75600.00,0.00,,<1M,75600.00,0.00,0.00,104053782,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A050471231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,418,,,,,,,3.0,,,AR,131.0,SEBASTIAN,3.0,72913,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91395907,2006-11-27,2006-11-27,2007,63190896,87840.00,87840.00,0.00,,<1M,87840.00,0.00,0.00,104053936,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A401491231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,438,,,,,,,3.0,,,OK,109.0,OKLAHOMA,5.0,73120,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,other_than_small_business category_business
000000000,91304494,2006-11-27,2006-11-27,2007,63136767,103752.00,198072.00,0.00,,<1M,103752.00,0.00,0.00,103962522,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A230291231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,005,,,,,,,2.0,,,ME,5.0,CUMBERLAND,1.0,04101,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91398309,2006-11-27,2006-11-27,2007,63191456,335376.00,335376.00,0.00,,<1M,335376.00,0.00,0.00,104056338,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A410331231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,491,,,,,,,2.0,,,OR,33.0,JOSEPHINE,2.0,97528,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91373337,2006-11-27,2006-11-27,2007,63184417,90024.00,90024.00,0.00,,<1M,90024.00,0.00,0.00,104031365,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A460931231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,163,,,,,,,0.0,,,MN,123.0,RAMSEY,0.0,55104,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91355015,2006-11-27,2006-11-27,2007,63175649,28644.00,28644.00,0.00,,<1M,28644.00,0.00,0.00,104013043,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A460111231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,052,,,,,,,0.0,,,MN,13.0,BLUE EARTH,0.0,56001,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,other_than_small_business category_business
000000000,91352684,2006-11-27,2006-11-27,2007,63136767,94320.00,198072.00,0.00,,<1M,94320.00,0.00,0.00,104010712,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A230291231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,006,,,,,,,2.0,,,ME,29.0,WASHINGTON,2.0,04654,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91395154,2006-11-21,2006-11-21,2007,63190647,115776.00,115776.00,0.00,,<1M,115776.00,0.00,0.00,104053183,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A720751231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,406,,,,,,,0.0,,,PR,127.0,SAN JUAN,0.0,00927,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91355574,2006-11-21,2006-11-21,2007,63175078,92448.00,211860.00,0.00,,<1M,92448.00,0.00,0.00,104013602,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A420311231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,062,,,,,,,5.0,,,PA,97.0,NORTHUMBERLAND,10.0,17772,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91389182,2006-11-21,2006-11-21,2007,63189067,145152.00,145152.00,0.00,,<1M,145152.00,0.00,0.00,104047210,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A510831231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,292,,,,,,,5.0,,,MD,31.0,MONTGOMERY,8.0,20850,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91396131,2006-11-21,2006-11-21,2007,63190963,85008.00,85008.00,0.00,,<1M,85008.00,0.00,0.00,104054160,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A300471231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,462,,,,,,,0.0,,,CO,41.0,EL PASO,0.0,80925,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91372921,2006-11-21,2006-11-21,2007,63184275,243024.00,243024.00,0.00,,<1M,243024.00,0.00,0.00,104030949,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A550811231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,147,,,,,,,3.0,,,WI,81.0,MONROE,3.0,54656,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,local_government government
000000000,28550385,2006-11-21,2007-06-26,2007,634789,298535.00,242835.00,,,<1M,298535.00,0.00,0.00,28550771,4a8358e7-2b26-a0de-9bb3-78fcb2905162,1228,1228,C,G,contract,,,0006,SIGONELLA DAILY COMMUTE ZONE 3,1,ITA,ITALY,,,,,,ITALY,,,,,,,485410,School and Employee Bus Transportation,V212,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER,AWARD,J,NONE,A,,,CANYON CULVERT CO INC,000000000,Department of Defense,Department of Defense,Department of Defense Education Activity,Department of Defense Education Activity,DOD,DOD,DODEA,DODEA,other_than_small_business category_business
000000000,91398261,2006-11-21,2006-11-21,2007,63191429,113256.00,113256.00,0.00,,<1M,113256.00,0.00,0.00,104056290,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A530771231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,483,,,,,,,4.0,,,WA,33.0,KING,8.0,98004,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91372598,2006-11-21,2006-11-21,2007,63184097,42048.00,42048.00,0.00,,<1M,42048.00,0.00,0.00,104030626,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A261331231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,129,,,,,,,4.0,,,MI,81.0,KENT,3.0,49319,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91390207,2006-11-21,2006-11-21,2007,63189371,47664.00,166824.00,0.00,,<1M,47664.00,0.00,0.00,104048235,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A371251231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,308,,,,,,,6.0,,,NC,85.0,HARNETT,2.0,27546,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,31009346,2006-09-07,2009-08-22,2006,27182050,4000.00,4000.00,,,<1M,4000.00,0.00,0.00,31009769,4a8358e7-2b26-a0de-9bb3-78fcb2905162,862,862,C,,contract,,,NNC06TA59T,TASK ORDER NO. 12 UNDER BPA NNC04BA04B,0,USA,UNITED STATES,VA,600,FAIRFAX (CITY),22030,11,USA,,VA,,,VA08,,541211,Offices of Certified Public Accountants,R704,SUPPORT- MANAGEMENT: AUDITING,AWARD,J,NONE,F,,,CANYON CULVERT CO INC,000000000,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA,NASA,NASA,NASA,other_than_small_business category_business
000000000,91355579,2006-11-21,2006-11-21,2007,63176100,184896.00,184896.00,0.00,,<1M,184896.00,0.00,0.00,104013607,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A420711231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,063,,,,,,,16.0,,,PA,71.0,LANCASTER,16.0,17601,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91391307,2006-11-20,2006-11-20,2007,63189779,49680.00,49680.00,0.00,,<1M,49680.00,0.00,0.00,104049336,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A210871231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,355,,,,,,,2.0,,,KY,67.0,FAYETTE,6.0,40507,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91382968,2006-11-20,2006-11-20,2007,63187448,27324.00,57132.00,0.00,,<1M,27324.00,0.00,0.00,104040996,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A291311231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,214,,,,,,,9.0,,,MO,69.0,DUNKLIN,8.0,63837,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91384328,2006-11-20,2006-11-20,2007,63187972,57132.00,57132.00,0.00,,<1M,57132.00,0.00,0.00,104042356,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A290931231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,238,,,,,,,8.0,,,MO,19.0,BOONE,9.0,65205,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91354777,2006-11-21,2006-11-21,2007,63175499,77220.00,401544.00,0.00,,<1M,77220.00,0.00,0.00,104012805,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A500191231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,028,,,,,,,0.0,,,VT,7.0,CHITTENDEN,0.0,05401,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91389074,2006-11-21,2006-11-21,2007,63189014,68544.00,68544.00,0.00,,<1M,68544.00,0.00,0.00,104047102,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A511691231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,281,,,,,,,9.0,,,NC,119.0,MECKLENBURG,9.0,28217,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91358322,2006-11-21,2006-11-21,2007,63177751,42372.00,42372.00,0.00,,<1M,42372.00,0.00,0.00,104016350,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A420871231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,072,,,,,,,5.0,,,PA,67.0,JUNIATA,9.0,17058,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91368255,2006-11-21,2006-11-21,2007,63181992,48384.00,48384.00,0.00,,<1M,48384.00,0.00,0.00,104026283,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A540671231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,084,,,,,,,3.0,,,OH,49.0,FRANKLIN,12.0,43068,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91372834,2006-11-21,2006-11-21,2007,63184239,77088.00,77088.00,0.00,,<1M,77088.00,0.00,0.00,104030862,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A260151231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,139,,,,,,,3.0,,,MI,81.0,KENT,3.0,49319,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91372660,2006-11-21,2006-11-21,2007,63184112,28032.00,28032.00,0.00,,<1M,28032.00,0.00,0.00,104030688,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A260431231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,132,,,,,,,1.0,,,MI,65.0,INGHAM,8.0,48864,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91390930,2006-11-20,2006-11-20,2007,63189654,54936.00,54936.00,0.00,,<1M,54936.00,0.00,0.00,104048959,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A450371231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,326,,,,,,,3.0,,,SC,57.0,LANCASTER,5.0,29721,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91384367,2006-11-20,2006-11-20,2007,63187992,29808.00,29808.00,0.00,,<1M,29808.00,0.00,0.00,104042395,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A291811231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,243,,,,,,,8.0,,,MO,69.0,DUNKLIN,8.0,63837,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91395214,2006-11-20,2006-11-20,2007,63190662,456228.00,456228.00,0.00,,<1M,456228.00,0.00,0.00,104053243,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A060611231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,410,,,,,,,4.0,,,CA,77.0,SAN JOAQUIN,11.0,95241,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91372398,2006-11-21,2006-11-21,2007,63183994,112128.00,112128.00,0.00,,<1M,112128.00,0.00,0.00,104030426,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A260231231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,126,,,,,,,7.0,,,MI,65.0,INGHAM,8.0,48911,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91390123,2006-11-21,2006-11-21,2007,63189369,87384.00,87384.00,0.00,,<1M,87384.00,0.00,0.00,104048151,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A370351231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,304,,,,,,,10.0,,,NC,67.0,FORSYTH,5.0,27114,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91354730,2006-11-21,2006-11-21,2007,63175053,102960.00,205920.00,0.00,,<1M,102960.00,0.00,0.00,104012758,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A500151231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,023,,,,,,,0.0,,,VT,23.0,WASHINGTON,0.0,05602,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,nonprofit
000000000,91383548,2006-11-20,2006-11-20,2007,63176104,27324.00,116748.00,0.00,,<1M,27324.00,0.00,0.00,104041576,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A291571231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,215,,,,,,,8.0,,,MO,69.0,DUNKLIN,8.0,63837,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91370493,2006-11-20,2006-11-20,2007,63183044,33120.00,33120.00,0.00,,<1M,33120.00,0.00,0.00,104028521,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A210071231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,111,,,,,,,1.0,,,NC,67.0,FORSYTH,5.0,27114,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91355058,2006-11-21,2006-11-21,2007,63175670,115560.00,219564.00,0.00,,<1M,115560.00,0.00,0.00,104013086,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A420111231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,059,,,,,,,6.0,,,PA,91.0,MONTGOMERY,6.0,19440,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91396119,2006-11-24,2006-11-24,2007,63190957,121800.00,281400.00,0.00,,<1M,121800.00,0.00,0.00,104054148,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A160451231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,461,,,,,,,1.0,,,ID,27.0,CANYON,1.0,83606,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91372700,2006-11-22,2006-11-22,2007,63184139,42048.00,42048.00,0.00,,<1M,42048.00,0.00,0.00,104030728,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A261471231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,137,,,,,,,10.0,,,MI,37.0,CLINTON,8.0,48820,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,7115376,2006-11-24,2012-06-28,2007,9280198,510705.60,510705.60,,,<1M,510705.60,0.00,0.00,7115452,4a8358e7-2b26-a0de-9bb3-78fcb2905162,153,,C,,contract,,,AG3151D070024,ADMINISTRATIVE SUPPORT TO THE INTERNATIONAL TRAVEL SECTION,0,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20024,00,NAN,,,,,,,,,R699,OTHER ADMINISTRATIVE SUPPORT SVCS,AWARD,J,NONE,C,,,CANYON CULVERT CO INC,000000000,Department of Agriculture,,Farm Service Agency,,USDA,,FSA,,other_than_small_business category_business
000000000,91395765,2006-11-20,2006-11-20,2007,63190839,52440.00,52440.00,0.00,,<1M,52440.00,0.00,0.00,104053794,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A212231231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,421,,,,,,,4.0,,,AR,119.0,PULASKI,2.0,72207,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91396009,2006-11-20,2006-11-20,2007,63190930,277932.00,277932.00,0.00,,<1M,277932.00,0.00,0.00,104054038,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A060191231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,449,,,,,,,21.0,,,CA,19.0,FRESNO,19.0,93711,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
000000000,91398583,2006-11-20,2006-11-20,2007,63191639,52440.00,52440.00,0.00,,<1M,52440.00,0.00,0.00,104056612,4a8358e7-2b26-a0de-9bb3-78fcb2905162,158,,06,A,direct payment,A060711231060000,,,RURAL RENTAL ASSISTANCE PAYMENTS,497,,,,,,,41.0,,,CA,111.0,VENTURA,41.0,93003,,,,,,,,,10.427,Rural Rental Assistance Payments,CANYON CULVERT CO INC,,Department of Agriculture,,Rural Housing Service,,USDA,,RHS,,small_business category_business
